,idade,desligado,viagens,departamento,distancia_de_casa,nivel_educacional,campo_da_educacao,id_do_empregado,satisfacao_com_ambiente,genero,envolvimento_com_o_trabalho,cargo,satisfacao_com_trabalho,renda_mensal,numero_de_companhias_que_trabalhou,percentual_de_aumento_salarial,desempenho,satisfacao_com_relacionamento,anos_de_trabalho,treinamentos_no_ultimo_ano,equilibrio_vida_trabalho,anos_na_empresa,anos_desde_a_ultima_promocao,anos_com_atual_gestor,target
812,34.0,no,Rarely,Sales,20.0,3,Marketing,1281,3,Female,3,Sales Executive,1,4538.0,0,12,3,4,4.0,3,3,3,0,2,0
813,47.0,no,Rarely,Sales,20.0,2,Marketing,903,3,Female,3,Sales Executive,4,4537.0,0,22,4,1,8.0,2,3,7,7,7,0
814,39.0,no,Rarely,Research & Development,180.0,2,Life Sciences,1322,1,Male,3,Manufacturing Director,3,4534.0,0,11,3,1,9.0,6,3,8,1,7,0
815,42.0,no,Frequently,Research & Development,280.0,4,Technical Degree,551,4,Female,2,Healthcare Representative,4,4523.0,0,11,3,4,7.0,4,4,6,0,4,0
816,43.0,no,Rarely,Research & Development,80.0,4,Other,526,3,Female,3,Healthcare Representative,3,4522.0,4,14,3,4,8.0,3,3,5,0,2,0
817,33.0,yes,Frequently,Research & Development,290.0,4,Medical,1101,1,Female,2,Research Scientist,3,4508.0,1,22,2,2,14.0,4,3,13,3,8,1
818,49.0,no,Rarely,Sales,110.0,4,Marketing,1757,4,Female,3,Sales Executive,4,4507.0,3,12,3,3,8.0,1,4,5,0,4,0
819,34.0,no,Rarely,Research & Development,60.0,4,Life Sciences,151,3,Female,2,Research Scientist,2,4505.0,6,15,3,3,12.0,3,3,1,0,0,0
820,36.0,no,Rarely,Sales,20.0,4,Life Sciences,1710,3,Female,3,Sales Representative,4,4502.0,3,15,3,3,17.0,2,2,13,6,7,0
821,34.0,no,Frequently,Human Resources,110.0,3,Life Sciences,1289,3,Male,2,Human Resources,2,4490.0,4,11,3,4,14.0,5,4,10,1,8,0
822,25.0,no,Rarely,Sales,40.0,2,Life Sciences,527,2,Female,2,Sales Executive,4,4487.0,1,11,3,2,5.0,3,3,5,1,3,0
823,36.0,no,Rarely,Research & Development,30.0,3,Technical Degree,397,3,Male,3,Research Scientist,2,4485.0,4,12,3,4,10.0,2,3,8,7,7,0
824,27.0,no,Rarely,Sales,20.0,3,Life Sciences,437,4,Male,3,Sales Executive,3,4478.0,1,11,3,1,5.0,3,3,5,0,4,0
825,45.0,no,Rarely,Research & Development,70.0,3,Medical,1195,1,Female,3,Research Scientist,3,4477.0,4,19,3,3,7.0,2,2,3,0,2,0
826,32.0,no,Non-Travel,Sales,260.0,4,Marketing,333,3,Male,3,Sales Executive,4,4465.0,0,18,3,1,4.0,2,3,3,2,2,0
827,53.0,no,Rarely,Research & Development,130.0,2,Medical,250,4,Female,4,Manufacturing Director,1,4450.0,1,11,3,3,5.0,3,3,4,1,3,0
828,37.0,no,Non-Travel,Research & Development,250.0,5,Medical,529,2,Female,3,Research Scientist,3,4449.0,3,15,3,1,15.0,2,3,13,10,7,0
829,40.0,no,Rarely,Research & Development,120.0,3,Life Sciences,1829,2,Female,3,Healthcare Representative,1,4448.0,2,12,3,2,15.0,3,3,7,7,7,0
830,45.0,no,Non-Travel,Research & Development,40.0,2,Life Sciences,972,3,Male,3,Laboratory Technician,2,4447.0,1,12,3,2,9.0,5,2,9,0,8,0
831,34.0,no,Frequently,Research & Development,190.0,3,Medical,1285,3,Female,3,Laboratory Technician,2,4444.0,4,13,3,3,15.0,2,4,11,5,10,0
832,54.0,no,Rarely,Research & Development,100.0,3,Medical,1980,3,Female,3,Manufacturing Director,1,4440.0,6,19,3,4,9.0,3,3,5,1,4,0
833,38.0,no,Rarely,Sales,10.0,4,Life Sciences,1995,4,Male,3,Sales Executive,2,4440.0,0,15,3,1,16.0,3,3,15,5,8,0
834,42.0,no,Rarely,Research & Development,290.0,3,Life Sciences,836,2,Male,3,Manufacturing Director,2,4434.0,1,13,3,4,10.0,3,2,9,7,8,0
835,35.0,no,Frequently,Research & Development,20.0,3,Medical,269,2,Female,3,Laboratory Technician,2,4425.0,5,11,3,4,10.0,5,3,6,1,2,0
836,31.0,no,Rarely,Research & Development,80.0,4,Life Sciences,98,3,Female,3,Manufacturing Director,4,4424.0,1,23,4,4,11.0,2,3,11,1,8,0
837,40.0,no,Frequently,Research & Development,260.0,2,Medical,1180,3,Female,2,Research Scientist,4,4422.0,3,13,3,4,16.0,3,1,1,0,0,0
838,26.0,no,Rarely,Research & Development,30.0,4,Medical,1177,1,Male,4,Laboratory Technician,4,4420.0,1,22,4,2,8.0,2,3,8,0,7,0
839,34.0,no,Rarely,Research & Development,123.33333333333333,3,Medical,2068,2,Male,4,Laboratory Technician,3,4404.0,2,12,3,1,6.0,3,4,4,1,2,0
840,32.0,no,Rarely,Sales,130.0,4,Life Sciences,859,2,Male,3,Sales Executive,4,4403.0,2,11,3,3,8.0,3,2,5,0,3,0
841,24.0,no,Rarely,Research & Development,90.0,3,Medical,1707,3,Male,4,Research Scientist,3,4401.0,1,16,3,4,5.0,1,3,5,0,4,0
842,25.0,yes,Rarely,Sales,90.0,2,Life Sciences,1439,1,Male,2,Sales Representative,1,4400.0,3,12,3,1,6.0,2,3,3,2,2,1
843,41.0,no,Rarely,Sales,80.0,3,Marketing,1909,3,Female,3,Sales Executive,2,4393.0,5,21,4,3,14.0,3,3,5,1,4,0
844,45.0,no,Non-Travel,Sales,260.0,3,Marketing,1612,1,Male,2,Sales Executive,1,4385.0,1,15,3,1,15.333333333333334,2,3,10,4,5,0
845,28.0,yes,Rarely,Research & Development,20.0,4,Medical,828,3,Male,3,Research Scientist,3,4382.0,6,17,3,4,5.0,3,2,2,2,1,1
846,34.0,no,Rarely,Research & Development,20.0,4,Medical,804,3,Female,2,Research Scientist,1,4381.0,1,11,3,3,6.0,3,3,6,1,3,0
847,24.0,no,Rarely,Research & Development,170.0,1,Medical,1009,4,Female,2,Manufacturing Director,3,4377.0,1,15,3,2,5.0,6,3,4,3,2,0
848,36.0,no,Non-Travel,Research & Development,10.0,4,Medical,1662,4,Female,2,Manufacturing Director,3,4374.0,0,15,3,3,4.0,6,3,3,1,2,0
849,33.0,no,Frequently,Sales,70.0,3,Medical,1477,4,Male,3,Sales Executive,1,4373.0,0,14,3,1,5.0,2,3,4,0,3,0
850,26.0,no,Frequently,Research & Development,10.0,2,Life Sciences,792,1,Female,1,Laboratory Technician,4,4364.0,3,14,3,1,5.0,2,3,2,2,0,0
851,31.0,no,Non-Travel,Research & Development,10.0,4,Medical,308,3,Male,1,Manufacturing Director,3,4345.0,0,12,3,4,6.0,2,3,5,1,4,0
852,27.0,no,Frequently,Sales,80.0,1,Marketing,800,3,Male,3,Sales Executive,4,4342.0,0,19,3,2,8.0,3,3,4,1,1,0
853,29.0,no,Rarely,Research & Development,270.0,3,Medical,793,2,Female,3,Healthcare Representative,3,4335.0,4,12,3,1,11.0,3,2,8,1,1,0
854,42.0,no,Non-Travel,Research & Development,230.0,2,Life Sciences,1976,4,Male,2,Research Scientist,3,4332.0,1,12,3,4,20.0,2,3,20,3,7,0
855,40.0,no,Frequently,Sales,20.0,4,Medical,1212,2,Male,3,Sales Executive,2,4327.0,5,12,3,4,5.0,2,3,0,0,0,0
856,34.0,no,Rarely,Research & Development,10.0,2,Medical,110,1,Male,3,Manufacturing Director,2,4325.0,1,15,3,3,5.0,2,3,5,1,3,0
857,35.0,no,Rarely,Human Resources,80.0,4,Technical Degree,1164,3,Male,3,Human Resources,3,4323.0,1,17,3,2,6.0,2,1,5,1,4,0
858,33.0,no,Rarely,Research & Development,250.0,3,Life Sciences,1545,4,Male,2,Manufacturing Director,2,4320.0,1,13,3,4,5.0,2,3,5,0,2,0
859,29.0,no,Non-Travel,Research & Development,10.0,1,Technical Degree,208,4,Male,3,Manufacturing Director,3,4319.0,1,13,3,1,10.0,1,3,10,0,9,0
860,38.0,no,Rarely,Research & Development,30.0,5,Technical Degree,193,4,Female,3,Research Scientist,3,4317.0,3,20,4,2,19.0,2,3,3,2,2,0
861,35.0,no,Rarely,Sales,10.0,4,Marketing,100,3,Male,2,Sales Executive,1,4312.0,0,14,3,2,16.0,2,3,15,2,8,0
862,31.0,no,Rarely,Research & Development,70.0,2,Medical,524,2,Female,3,Manufacturing Director,1,4306.0,1,12,3,2,13.0,5,1,13,3,12,0
863,26.0,no,Rarely,Sales,290.0,2,Medical,618,1,Male,3,Sales Executive,3,4306.0,5,12,3,1,8.0,5,3,0,0,0,0
864,33.0,no,Frequently,Sales,70.0,3,Life Sciences,1114,4,Female,3,Sales Executive,2,4302.0,0,17,3,3,4.0,3,3,3,0,2,0
865,27.0,no,Frequently,Research & Development,10.0,1,Technical Degree,274,3,Male,2,Manufacturing Director,1,4298.0,5,19,4,3,6.0,1,3,2,2,0,0
866,26.0,no,Frequently,Sales,10.0,3,Medical,956,3,Male,2,Sales Executive,1,4294.0,1,12,3,2,7.0,2,3,7,0,7,0
867,45.0,yes,Frequently,Sales,260.0,4,Life Sciences,684,1,Female,3,Sales Executive,1,4286.0,2,14,3,4,5.0,4,3,1,0,0,1
868,37.0,no,Rarely,Research & Development,130.0,3,Medical,1543,1,Male,3,Research Scientist,4,4285.0,1,17,3,1,10.0,2,3,10,3,7,0
869,49.0,yes,Frequently,Research & Development,280.0,2,Life Sciences,1420,1,Male,2,Laboratory Technician,1,4284.0,3,20,4,1,20.0,2,3,4,1,3,1
870,37.0,no,Rarely,Research & Development,70.0,4,Medical,1885,4,Male,3,Research Scientist,1,4284.0,5,22,4,3,7.666666666666667,2,3,5,0,4,0
871,42.0,no,Rarely,Research & Development,290.0,3,Medical,1148,2,Male,1,Laboratory Technician,4,4272.0,4,19,3,1,16.0,3,3,1,0,0,0
872,29.0,no,Rarely,Research & Development,190.0,3,Technical Degree,611,4,Male,3,Manufacturing Director,4,4262.0,4,12,3,2,8.0,2,4,3,1,2,0
873,24.0,no,Rarely,Sales,100.0,4,Marketing,507,4,Female,3,Sales Executive,3,4260.0,1,12,3,4,10.666666666666666,2,4,5,0,3,0
874,52.0,no,Non-Travel,Research & Development,190.0,4,Medical,791,4,Male,3,Research Scientist,4,4258.0,0,18,3,1,5.0,3,3,4,1,2,0
876,25.0,no,Rarely,Sales,40.0,1,Marketing,885,3,Male,2,Sales Executive,1,4256.0,1,12,3,1,5.0,1,4,5,0,3,0
877,35.0,no,Frequently,Research & Development,40.0,4,Life Sciences,1350,3,Male,3,Research Scientist,3,4249.0,1,11,3,2,9.0,3,3,9,1,1,0
878,40.0,no,Frequently,Research & Development,20.0,2,Medical,807,3,Female,4,Healthcare Representative,2,4244.0,1,24,4,4,8.0,2,3,8,3,7,0
879,48.0,no,Rarely,Research & Development,150.0,3,Life Sciences,1022,1,Male,2,Healthcare Representative,3,4240.0,2,13,3,4,19.0,0,3,2,2,2,0
880,31.0,yes,Rarely,Sales,130.0,4,Medical,650,2,Male,3,Sales Executive,1,4233.0,2,17,3,3,9.0,2,1,3,1,2,1
881,35.0,no,Rarely,Research & Development,220.0,3,Life Sciences,577,4,Male,1,Laboratory Technician,3,423.0,0,15,3,3,6.0,2,3,5,4,3,0
882,27.0,no,Rarely,Research & Development,106.66666666666667,4,Life Sciences,1027,1,Female,3,Manufacturing Director,4,4227.0,0,18,3,2,4.0,2,3,3,2,2,0
883,28.0,no,Non-Travel,Sales,40.0,3,Medical,129,2,Male,3,Sales Executive,3,4221.0,1,15,3,2,5.0,3,4,5,0,4,0
884,37.0,yes,Rarely,Research & Development,100.0,4,Medical,1809,4,Male,3,Manufacturing Director,1,4213.0,1,15,3,2,10.0,4,1,10,0,8,1
885,32.0,yes,Rarely,Research & Development,90.0,3,Medical,190,1,Female,3,Laboratory Technician,1,4200.0,7,22,4,1,10.0,2,4,5,0,4,1
886,38.0,no,Rarely,Sales,160.0,3,Life Sciences,1583,2,Female,3,Sales Executive,2,4198.0,2,12,3,2,8.0,5,4,3,1,2,0
887,37.0,no,Rarely,Research & Development,100.0,4,Life Sciences,518,3,Male,3,Manufacturing Director,2,4197.0,2,12,3,4,18.0,2,2,1,0,1,0
888,31.0,no,Rarely,Research & Development,200.0,3,Life Sciences,1881,2,Male,3,Laboratory Technician,3,4197.0,1,11,3,1,10.0,2,3,10,0,2,0
889,25.0,no,Rarely,Sales,30.0,1,Other,879,3,Male,3,Sales Executive,1,4194.0,1,18,3,4,5.0,3,3,5,0,3,0
890,29.0,no,Rarely,Research & Development,150.0,2,Life Sciences,15,4,Female,2,Laboratory Technician,3,4193.0,0,12,3,4,10.0,3,3,9,0,8,0
891,37.0,no,Rarely,Sales,90.0,2,Marketing,1787,2,Male,2,Sales Executive,2,4189.0,1,14,3,1,5.0,2,3,5,0,3,0
892,29.0,no,Rarely,Sales,50.0,3,Medical,1669,1,Male,2,Sales Executive,2,4187.0,1,13,3,2,10.0,3,2,10,0,9,0
893,22.0,yes,Rarely,Research & Development,30.0,1,Life Sciences,926,2,Female,3,Manufacturing Director,3,4171.0,0,19,3,1,4.0,3,4,3,0,2,1
894,47.0,no,Rarely,Sales,170.0,2,Life Sciences,1003,4,Female,3,Sales Executive,4,4163.0,1,17,3,3,9.0,0,3,9,0,7,0
895,24.0,no,Rarely,Sales,40.0,1,Medical,1445,4,Female,3,Sales Executive,3,4162.0,1,12,3,3,5.0,3,3,5,0,3,0
896,26.0,no,Rarely,Sales,230.0,3,Marketing,72,3,Female,2,Sales Executive,4,4157.0,7,19,3,3,5.0,2,2,2,0,0,0
897,30.0,no,Rarely,Research & Development,20.0,3,Life Sciences,117,3,Male,2,Healthcare Representative,4,4152.0,1,19,3,1,11.0,3,3,11,10,8,0
898,31.0,no,Frequently,Research & Development,10.0,1,Life Sciences,1011,3,Female,3,Manufacturing Director,1,4148.0,1,12,3,3,4.0,1,3,4,0,3,0
899,35.0,no,Non-Travel,Research & Development,80.0,4,Life Sciences,1630,3,Female,3,Healthcare Representative,3,4148.0,1,12,3,4,15.0,5,3,14,2,9,0
900,39.0,no,Frequently,Sales,200.0,3,Life Sciences,1812,3,Male,3,Sales Executive,4,4127.0,2,18,3,4,7.0,6,3,2,2,2,0
901,30.0,no,Rarely,Sales,290.0,4,Life Sciences,1211,3,Male,3,Sales Executive,1,41.0,8,19,3,3,8.0,3,3,4,0,3,0
902,39.0,no,Rarely,Research & Development,240.0,1,Life Sciences,2014,1,Male,3,Research Scientist,4,4108.0,7,13,3,1,18.0,2,3,7,1,7,0
903,37.0,no,Rarely,Research & Development,30.0,3,Other,1062,4,Female,3,Healthcare Representative,2,4107.0,3,15,3,1,8.0,3,2,4,0,1,0
904,27.0,no,Rarely,Sales,90.0,3,Marketing,1965,4,Male,3,Sales Executive,4,4105.0,1,14,3,1,7.0,5,3,7,0,7,0
905,41.0,no,Frequently,Sales,10.0,3,Marketing,1349,3,Female,3,Sales Executive,1,4103.0,0,17,3,4,10.0,2,3,9,1,7,0
906,42.0,no,Rarely,Research & Development,20.0,4,Life Sciences,659,3,Female,3,Healthcare Representative,4,4089.0,1,13,3,2,10.0,4,3,10,2,2,0
907,32.0,no,Non-Travel,Research & Development,10.0,4,Technical Degree,1574,4,Male,3,Research Scientist,1,4087.0,4,14,3,2,9.0,3,2,6,1,2,0
908,31.0,yes,Frequently,Research & Development,30.0,3,Life Sciences,1537,4,Female,3,Research Scientist,3,4084.0,1,12,3,1,7.0,2,1,7,7,7,1
909,43.0,no,Rarely,Research & Development,60.0,3,Medical,1402,1,Female,2,Research Scientist,3,4081.0,1,14,3,1,20.0,3,1,20,1,8,0
910,32.0,no,Rarely,Sales,20.0,1,Marketing,1396,3,Male,3,Sales Executive,2,4078.0,0,13,3,1,4.0,3,2,3,1,2,0
911,37.0,no,Rarely,Human Resources,80.0,2,Other,1794,3,Male,3,Human Resources,2,4071.0,2,13,3,3,19.0,4,2,10,4,7,0
912,40.0,no,Non-Travel,Research & Development,80.0,2,Life Sciences,1552,4,Male,3,Healthcare Representative,4,4069.0,3,18,3,3,15.333333333333334,2,3,2,2,2,0
913,27.0,no,Rarely,Research & Development,190.0,3,Other,1619,4,Male,2,Laboratory Technician,1,4066.0,1,11,3,1,7.0,3,3,7,0,7,0
914,48.0,no,Rarely,Sales,20.0,5,Marketing,595,2,Female,3,Sales Executive,4,4051.0,2,14,3,1,14.0,2,3,9,6,7,0
915,33.0,no,Rarely,Sales,10.0,3,Medical,855,1,Male,4,Sales Executive,1,4037.0,1,22,4,1,9.0,5,3,9,0,8,0
916,55.0,no,Rarely,Research & Development,40.0,4,Life Sciences,1501,4,Male,3,Healthcare Representative,3,4035.0,0,16,3,2,4.0,2,3,3,1,2,0
917,34.0,no,Frequently,Research & Development,20.0,2,Life Sciences,1140,4,Male,3,Manufacturing Director,3,4033.0,2,11,3,4,5.0,3,2,3,0,2,0
918,25.0,yes,Rarely,Research & Development,30.0,3,Medical,538,1,Male,3,Laboratory Technician,1,4031.0,5,13,3,3,6.0,5,3,2,0,2,1
919,38.0,no,Rarely,Sales,70.0,4,Marketing,709,4,Female,2,Sales Executive,4,4028.0,0,20,4,1,8.0,2,3,7,0,5,0
920,32.0,no,Non-Travel,Research & Development,290.0,4,Medical,1046,4,Female,3,Laboratory Technician,3,4025.0,9,12,3,2,10.0,2,3,8,7,7,0
921,29.0,no,Rarely,Research & Development,130.0,2,Other,2053,4,Male,2,Laboratory Technician,2,4025.0,4,13,3,1,10.0,2,3,4,0,3,0
922,35.0,no,Rarely,Research & Development,230.0,4,Medical,75,3,Female,3,Laboratory Technician,1,4014.0,3,15,3,3,4.0,3,3,2,2,2,0
923,35.0,no,Rarely,Research & Development,210.0,1,Life Sciences,942,4,Female,3,Healthcare Representative,4,4014.0,1,25,4,4,10.0,2,1,10,0,7,0
924,24.0,no,Non-Travel,Research & Development,110.0,2,Other,26,1,Female,4,Manufacturing Director,3,4011.0,0,18,3,4,5.0,5,2,4,1,3,0
925,30.0,no,Frequently,Research & Development,10.0,2,Medical,57,3,Female,3,Laboratory Technician,4,4011.0,1,23,4,4,12.0,2,3,12,3,7,0
926,34.0,no,Non-Travel,Sales,100.0,3,Life Sciences,1774,4,Male,3,Sales Executive,3,4001.0,1,14,3,3,15.0,3,3,15,0,7,0
927,25.0,no,Non-Travel,Research & Development,50.0,2,Life Sciences,369,2,Male,4,Healthcare Representative,1,4000.0,1,12,3,4,6.0,2,3,6,1,5,0
928,23.0,yes,Rarely,Research & Development,80.0,1,Medical,1684,4,Male,2,Laboratory Technician,3,3989.0,1,11,3,1,5.0,2,3,5,1,2,1
929,34.0,no,Rarely,Research & Development,50.0,2,Medical,1696,2,Male,2,Laboratory Technician,4,3986.0,1,14,3,3,15.0,3,4,15,4,13,0
930,29.0,no,Rarely,Research & Development,90.0,5,Other,455,2,Male,2,Laboratory Technician,4,3983.0,0,17,3,3,4.0,2,3,3,2,2,0
931,31.0,no,Rarely,Research & Development,40.0,3,Medical,1916,1,Female,4,Laboratory Technician,3,3978.0,8,12,3,2,4.0,0,2,2,2,2,0
932,25.0,no,Rarely,Research & Development,20.0,1,Other,1992,4,Male,3,Laboratory Technician,3,3977.0,6,19,3,3,7.0,2,2,2,0,2,0
933,40.0,no,Non-Travel,Research & Development,90.0,4,Other,1449,3,Male,3,Laboratory Technician,3,3975.0,3,11,3,3,11.0,2,4,8,0,7,0
934,42.0,no,Rarely,Research & Development,80.0,3,Life Sciences,1860,4,Male,3,Laboratory Technician,3,3968.0,4,13,3,4,8.0,3,3,0,0,0,0
935,26.0,no,Rarely,Research & Development,10.0,2,Medical,1083,1,Male,2,Laboratory Technician,1,3955.0,1,16,3,1,6.0,2,3,5,1,3,0
936,38.0,no,Rarely,Research & Development,96.66666666666667,3,Life Sciences,24,4,Male,3,Research Scientist,4,3944.0,5,11,3,3,6.0,3,3,3,1,2,0
937,37.0,no,Rarely,Research & Development,100.0,3,Medical,1640,2,Female,3,Research Scientist,2,3936.0,1,11,3,1,8.0,2,1,8,7,7,0
938,32.0,no,Rarely,Sales,40.0,2,Life Sciences,330,3,Female,3,Sales Representative,2,3931.0,2,11,3,1,6.0,5,3,4,1,2,0
939,31.0,no,Rarely,Research & Development,120.0,1,Medical,246,3,Female,3,Research Scientist,4,3929.0,8,23,4,3,7.0,0,3,4,0,2,0
940,37.0,no,Rarely,Research & Development,10.0,2,Medical,340,3,Female,2,Research Scientist,1,3920.0,2,14,3,1,17.0,2,2,3,0,2,0
941,32.0,yes,Frequently,Research & Development,160.0,1,Life Sciences,33,2,Female,1,Research Scientist,1,3919.0,1,22,4,2,10.0,5,3,10,6,7,1
942,35.0,no,Rarely,Research & Development,100.0,3,Other,1028,2,Male,3,Laboratory Technician,4,3917.0,1,20,4,1,3.0,4,2,3,1,2,0
943,24.0,no,Rarely,Research & Development,290.0,1,Medical,1725,2,Male,3,Laboratory Technician,1,3907.0,1,13,3,2,6.0,2,4,6,1,2,0
944,39.0,yes,Rarely,Research & Development,230.0,3,Medical,1310,3,Male,3,Research Scientist,1,3904.0,0,13,3,1,12.333333333333334,2,3,5,0,3,1
945,26.0,no,Rarely,Research & Development,20.0,1,Medical,1407,1,Male,2,Research Scientist,4,3904.0,0,12,3,4,5.0,2,3,4,1,1,0
946,39.0,no,Rarely,Research & Development,190.0,4,Other,1871,4,Male,3,Research Scientist,4,3902.0,8,14,3,2,7.0,2,3,2,2,2,0
947,22.0,yes,Frequently,Research & Development,40.0,1,Technical Degree,593,3,Male,2,Laboratory Technician,3,3894.0,5,16,3,3,4.0,3,3,2,1,2,1
948,36.0,no,Frequently,Human Resources,20.0,1,Human Resources,1890,2,Male,2,Human Resources,4,3886.0,1,21,4,4,10.0,2,2,10,0,8,0
949,50.0,no,Rarely,Sales,80.0,4,Marketing,738,4,Male,3,Sales Representative,2,3875.0,7,15,3,4,4.0,2,3,2,2,2,0
950,28.0,no,Frequently,Research & Development,20.0,3,Life Sciences,1296,4,Male,2,Laboratory Technician,4,3867.0,1,12,3,2,2.0,2,3,2,2,2,0
951,33.0,no,Rarely,Research & Development,40.0,4,Medical,1502,1,Female,2,Laboratory Technician,2,3838.0,8,11,3,4,8.0,5,3,5,0,2,0
952,30.0,no,Rarely,Research & Development,10.0,3,Life Sciences,806,4,Male,1,Laboratory Technician,3,3833.0,3,21,4,3,7.0,2,3,2,0,2,0
953,27.0,no,Rarely,Research & Development,10.0,2,Medical,497,4,Male,3,Laboratory Technician,2,3816.0,1,11,3,2,5.0,2,3,5,0,4,0
954,34.0,no,Frequently,Research & Development,100.0,4,Medical,277,4,Male,3,Research Scientist,3,3815.0,1,17,3,4,5.0,4,4,5,2,0,0
955,29.0,no,Frequently,Research & Development,200.0,1,Medical,1852,4,Male,3,Laboratory Technician,4,3812.0,1,13,3,2,11.0,3,4,11,3,10,0
956,29.0,no,Rarely,Research & Development,280.0,4,Medical,2054,4,Female,2,Research Scientist,1,3785.0,1,14,3,2,5.0,3,1,5,0,4,0
957,54.0,no,Rarely,Research & Development,80.0,4,Life Sciences,578,3,Female,3,Laboratory Technician,3,3780.0,7,11,3,3,19.0,3,3,1,0,0,0
958,30.0,no,Frequently,Research & Development,50.0,4,Life Sciences,861,2,Male,2,Research Scientist,4,3761.0,9,12,3,2,10.0,3,2,5,0,3,0
959,29.0,no,Rarely,Research & Development,10.0,3,Life Sciences,1249,1,Female,3,Research Scientist,4,3760.0,1,15,3,1,3.0,5,3,3,1,2,0
960,24.0,no,Frequently,Research & Development,20.0,1,Technical Degree,1646,1,Female,3,Research Scientist,4,3760.0,1,13,3,3,6.0,2,3,6,1,3,0
961,39.0,no,Frequently,Research & Development,160.0,1,Life Sciences,602,3,Female,3,Laboratory Technician,3,3755.0,1,11,3,1,15.333333333333334,3,3,8,0,7,0
962,30.0,no,Rarely,Research & Development,10.0,2,Medical,1989,4,Male,3,Laboratory Technician,2,3748.0,1,13,3,3,12.0,6,2,12,1,7,0
963,35.0,yes,Rarely,Research & Development,140.0,4,Other,1010,3,Male,2,Laboratory Technician,2,3743.0,1,24,4,4,5.0,2,1,4,0,2,1
964,34.0,no,Rarely,Human Resources,30.0,2,Human Resources,847,3,Male,3,Human Resources,4,3737.0,0,19,3,3,4.0,1,1,3,0,2,0
965,32.0,yes,Rarely,Research & Development,10.0,3,Life Sciences,331,4,Male,2,Laboratory Technician,3,3730.0,0,14,3,4,4.0,2,1,3,1,2,1
966,31.0,yes,Frequently,Research & Development,20.0,3,Life Sciences,1464,2,Male,3,Laboratory Technician,4,3722.0,6,13,3,3,7.0,2,1,2,2,2,1
967,44.0,no,Non-Travel,Research & Development,240.0,3,Medical,744,1,Male,1,Laboratory Technician,3,3708.0,2,14,3,3,9.0,5,3,5,1,4,0
968,38.0,no,Rarely,Research & Development,60.0,2,Other,1782,4,Female,2,Laboratory Technician,3,3702.0,1,11,3,2,5.0,3,3,5,0,4,0
969,45.0,no,Rarely,Research & Development,80.0,4,Other,452,4,Male,3,Research Scientist,4,3697.0,9,14,3,1,12.0,3,3,10,9,8,0
970,36.0,no,Frequently,Research & Development,30.0,3,Technical Degree,1257,3,Male,3,Research Scientist,2,3692.0,1,12,3,3,5.666666666666667,2,2,11,0,7,0
971,25.0,yes,Rarely,Research & Development,40.0,1,Technical Degree,1106,4,Male,3,Laboratory Technician,4,3691.0,1,15,3,2,7.0,3,4,7,5,6,1
972,50.0,no,Rarely,Research & Development,10.0,3,Medical,249,3,Male,2,Laboratory Technician,3,3690.0,2,15,3,4,5.0,2,2,3,0,2,0
973,36.0,no,Frequently,Research & Development,180.0,4,Life Sciences,407,3,Male,4,Laboratory Technician,4,3688.0,4,18,3,4,4.0,2,3,1,0,0,0
974,35.0,no,Rarely,Research & Development,250.0,2,Other,652,1,Male,2,Laboratory Technician,4,3681.0,4,14,3,4,9.0,3,3,3,0,2,0
975,42.0,no,Frequently,Research & Development,90.0,2,Medical,1480,1,Female,3,Laboratory Technician,4,3673.0,1,13,3,3,9.0,3,3,12,5,8,0
976,25.0,no,Rarely,Research & Development,190.0,1,Medical,1358,4,Male,3,Laboratory Technician,4,3669.0,3,11,3,3,7.0,6,2,3,1,2,0
977,28.0,no,Rarely,Research & Development,100.0,3,Other,1097,3,Female,3,Research Scientist,3,3660.0,3,13,3,4,10.0,4,4,8,1,7,0
978,39.0,yes,Non-Travel,Research & Development,20.0,3,Life Sciences,1458,1,Female,2,Laboratory Technician,1,3646.0,2,23,4,2,11.0,2,4,1,0,0,1
979,45.0,no,Non-Travel,Research & Development,93.33333333333333,2,Life Sciences,1002,4,Male,3,Laboratory Technician,1,3633.0,1,15,3,3,9.0,2,3,9,0,8,0
980,37.0,no,Rarely,Research & Development,110.0,3,Medical,1411,1,Female,3,Laboratory Technician,3,3629.0,4,18,3,1,8.0,6,3,3,0,2,0
981,34.0,no,Rarely,Research & Development,10.0,2,Life Sciences,649,2,Male,2,Research Scientist,4,3622.0,1,13,3,4,6.0,3,3,6,1,3,0
982,40.0,no,Frequently,Research & Development,90.0,4,Medical,964,4,Male,3,Research Scientist,2,3617.0,8,14,3,4,3.0,2,3,1,0,0,0
983,33.0,no,Rarely,Human Resources,20.0,3,Human Resources,1207,2,Male,3,Human Resources,3,3600.0,1,13,4,4,5.0,2,3,5,1,4,0
984,24.0,no,Rarely,Research & Development,240.0,3,Medical,1173,4,Male,3,Laboratory Technician,2,3597.0,8,22,4,4,6.0,2,3,4,1,2,0
985,28.0,no,Rarely,Research & Development,10.0,3,Medical,1834,3,Female,3,Research Scientist,1,3591.0,1,25,4,3,3.0,3,3,3,1,2,0
986,49.0,no,Rarely,Research & Development,10.0,3,Technical Degree,887,3,Female,3,Research Scientist,1,3580.0,2,16,3,2,7.0,2,3,4,0,2,0
